timestamp,date,time,vehicle_type,direction,vehicle_id,total_in,total_out
2026-01-21T01:39:48.524410,2026-01-21,01:39:48,car,ENTRY,4123,353,325
2026-01-21T01:39:48.590288,2026-01-21,01:39:48,motorcycle,EXIT,4123,353,326
2026-01-21T01:39:48.658229,2026-01-21,01:39:48,bus,ENTRY,4123,354,326
2026-01-21T01:39:50.064612,2026-01-21,01:39:50,bus,ENTRY,4125,355,326
2026-01-21T01:39:50.399459,2026-01-21,01:39:50,car,ENTRY,4125,356,326
2026-01-21T01:39:51.740168,2026-01-21,01:39:51,car,ENTRY,4125,357,326
2026-01-21T01:39:52.612771,2026-01-21,01:39:52,car,ENTRY,4138,358,326
2026-01-21T01:39:54.220129,2026-01-21,01:39:54,bus,EXIT,4147,358,327
2026-01-21T01:39:55.088213,2026-01-21,01:39:55,bus,EXIT,4150,358,328
2026-01-21T01:39:56.430991,2026-01-21,01:39:56,car,EXIT,4164,358,329
2026-01-21T01:39:57.903948,2026-01-21,01:39:57,car,ENTRY,4167,359,329
2026-01-21T01:40:00.116106,2026-01-21,01:40:00,truck,EXIT,4171,360,330
2026-01-21T01:40:00.117186,2026-01-21,01:40:00,car,ENTRY,4171,360,330
2026-01-21T01:40:01.730696,2026-01-21,01:40:01,motorcycle,EXIT,4182,361,331
2026-01-21T01:40:01.732384,2026-01-21,01:40:01,car,ENTRY,4182,361,331
2026-01-21T01:40:02.133919,2026-01-21,01:40:02,car,EXIT,4184,361,332
2026-01-21T01:40:03.340686,2026-01-21,01:40:03,car,ENTRY,4193,362,332
2026-01-21T01:40:04.012462,2026-01-21,01:40:04,bus,EXIT,4193,362,333
2026-01-21T01:40:04.544054,2026-01-21,01:40:04,bus,EXIT,4194,362,334
2026-01-21T01:40:04.744690,2026-01-21,01:40:04,motorcycle,ENTRY,4195,363,334
2026-01-21T01:40:04.816171,2026-01-21,01:40:04,bus,EXIT,4195,363,335
2026-01-21T01:40:05.084538,2026-01-21,01:40:05,car,ENTRY,4195,364,335
2026-01-21T01:40:05.553546,2026-01-21,01:40:05,car,ENTRY,4195,365,335
2026-01-21T01:40:05.956907,2026-01-21,01:40:05,motorcycle,EXIT,4203,365,336
2026-01-21T01:40:06.031971,2026-01-21,01:40:06,bus,ENTRY,4205,366,336
2026-01-21T01:40:06.421923,2026-01-21,01:40:06,bus,EXIT,4211,366,337
2026-01-21T01:40:08.238867,2026-01-21,01:40:08,truck,EXIT,4218,366,338
2026-01-21T01:40:08.309273,2026-01-21,01:40:08,car,ENTRY,4218,367,338
2026-01-21T01:40:09.568226,2026-01-21,01:40:09,bus,EXIT,4220,367,339
2026-01-21T01:40:11.110864,2026-01-21,01:40:11,car,ENTRY,4229,368,339
2026-01-21T01:40:11.578587,2026-01-21,01:40:11,car,ENTRY,4230,369,339
2026-01-21T01:40:12.717437,2026-01-21,01:40:12,bus,EXIT,4231,369,340
2026-01-21T01:40:13.456623,2026-01-21,01:40:13,bus,EXIT,4231,369,341
2026-01-21T01:40:15.935048,2026-01-21,01:40:15,car,ENTRY,4244,370,341
2026-01-21T01:40:17.477274,2026-01-21,01:40:17,truck,ENTRY,4245,371,341
2026-01-21T01:40:18.014650,2026-01-21,01:40:18,car,EXIT,4245,371,342
2026-01-21T01:40:18.281751,2026-01-21,01:40:18,motorcycle,ENTRY,4245,372,342
2026-01-21T01:40:19.021824,2026-01-21,01:40:19,motorcycle,ENTRY,4246,373,342
2026-01-21T01:40:19.491022,2026-01-21,01:40:19,car,EXIT,4247,373,343
2026-01-21T01:40:21.034477,2026-01-21,01:40:21,motorcycle,ENTRY,4247,374,343
2026-01-21T01:40:21.304075,2026-01-21,01:40:21,car,EXIT,4247,374,344
2026-01-21T01:40:24.857217,2026-01-21,01:40:24,motorcycle,EXIT,4253,374,345
2026-01-21T01:40:25.126725,2026-01-21,01:40:25,car,ENTRY,4253,375,345
2026-01-21T01:40:25.325644,2026-01-21,01:40:25,motorcycle,EXIT,4253,375,346
2026-01-21T01:40:25.593702,2026-01-21,01:40:25,bus,ENTRY,4253,376,346
2026-01-21T01:40:26.399946,2026-01-21,01:40:26,car,EXIT,4253,376,347
2026-01-21T01:40:27.337755,2026-01-21,01:40:27,car,ENTRY,4253,377,347
2026-01-21T01:40:28.142681,2026-01-21,01:40:28,motorcycle,ENTRY,4257,378,347
2026-01-21T01:40:29.416449,2026-01-21,01:40:29,car,EXIT,4270,378,348
2026-01-21T01:40:31.228985,2026-01-21,01:40:31,truck,EXIT,4280,378,349
2026-01-21T01:40:31.300953,2026-01-21,01:40:31,motorcycle,ENTRY,4281,379,349
2026-01-21T01:40:31.766871,2026-01-21,01:40:31,motorcycle,ENTRY,4282,380,349
2026-01-21T01:40:32.838455,2026-01-21,01:40:32,truck,EXIT,4283,380,350
2026-01-21T01:40:33.041768,2026-01-21,01:40:33,car,ENTRY,4283,381,350
2026-01-21T01:40:34.450826,2026-01-21,01:40:34,motorcycle,ENTRY,4290,382,350
2026-01-21T01:40:36.457039,2026-01-21,01:40:36,truck,ENTRY,4292,383,350
2026-01-21T01:40:36.524159,2026-01-21,01:40:36,motorcycle,EXIT,4292,383,351
2026-01-21T01:40:36.657717,2026-01-21,01:40:36,car,ENTRY,4292,384,351
2026-01-21T01:40:37.463235,2026-01-21,01:40:37,car,EXIT,4295,384,352
2026-01-21T01:40:40.479009,2026-01-21,01:40:40,car,EXIT,4307,384,353
2026-01-21T01:40:41.214631,2026-01-21,01:40:41,car,ENTRY,4307,385,353
2026-01-21T01:40:41.549125,2026-01-21,01:40:41,car,EXIT,4307,385,354
2026-01-21T01:40:43.088318,2026-01-21,01:40:43,car,EXIT,4321,385,355
2026-01-21T01:40:43.292853,2026-01-21,01:40:43,truck,EXIT,4322,385,356
2026-01-21T01:40:43.625908,2026-01-21,01:40:43,car,ENTRY,4322,386,356
2026-01-21T01:40:43.896828,2026-01-21,01:40:43,car,ENTRY,4322,387,356
2026-01-21T01:40:46.039019,2026-01-21,01:40:46,car,ENTRY,4325,388,356
2026-01-21T01:40:46.980620,2026-01-21,01:40:46,truck,EXIT,4337,388,357
2026-01-21T01:40:47.649927,2026-01-21,01:40:47,motorcycle,EXIT,4341,388,358
2026-01-21T01:40:47.919376,2026-01-21,01:40:47,motorcycle,EXIT,4341,388,359
2026-01-21T01:40:48.791914,2026-01-21,01:40:48,bus,EXIT,4341,388,360
2026-01-21T01:40:50.129900,2026-01-21,01:40:50,truck,ENTRY,4344,389,360
2026-01-21T01:40:50.198273,2026-01-21,01:40:50,motorcycle,ENTRY,4344,390,360
2026-01-21T01:40:51.067829,2026-01-21,01:40:51,car,ENTRY,4345,391,360
2026-01-21T01:40:52.474260,2026-01-21,01:40:52,car,EXIT,4353,391,361
2026-01-21T01:40:53.279907,2026-01-21,01:40:53,car,ENTRY,4365,392,361
2026-01-21T01:40:55.156679,2026-01-21,01:40:55,car,ENTRY,4367,393,361
2026-01-21T01:40:55.289121,2026-01-21,01:40:55,car,EXIT,4367,393,362
2026-01-21T01:40:55.557123,2026-01-21,01:40:55,motorcycle,EXIT,4367,393,363
2026-01-21T01:40:56.564296,2026-01-21,01:40:56,car,EXIT,4368,393,364
2026-01-21T01:40:57.837901,2026-01-21,01:40:57,car,EXIT,4371,393,365
2026-01-21T01:40:58.912366,2026-01-21,01:40:58,car,ENTRY,4372,394,366
2026-01-21T01:40:58.913441,2026-01-21,01:40:58,car,EXIT,4372,394,366
2026-01-21T01:41:00.317727,2026-01-21,01:41:00,bus,EXIT,4387,394,367
2026-01-21T01:41:00.923433,2026-01-21,01:41:00,car,EXIT,4388,394,368
2026-01-21T01:41:01.660389,2026-01-21,01:41:01,motorcycle,EXIT,4388,394,369
2026-01-21T01:41:02.733791,2026-01-21,01:41:02,motorcycle,EXIT,4389,394,370
2026-01-21T01:41:03.135059,2026-01-21,01:41:03,car,ENTRY,4389,395,370
2026-01-21T01:41:05.278679,2026-01-21,01:41:05,car,EXIT,4391,395,371
2026-01-21T01:41:05.345035,2026-01-21,01:41:05,car,EXIT,4391,395,372
2026-01-21T01:41:06.217788,2026-01-21,01:41:06,bus,EXIT,4392,395,373
2026-01-21T01:41:06.954394,2026-01-21,01:41:06,car,EXIT,4392,395,374
2026-01-21T01:41:09.635912,2026-01-21,01:41:09,truck,ENTRY,4401,396,374
2026-01-21T01:41:10.243099,2026-01-21,01:41:10,car,EXIT,4403,396,375
2026-01-21T01:41:12.787841,2026-01-21,01:41:12,motorcycle,EXIT,4407,396,376
2026-01-21T01:41:13.726991,2026-01-21,01:41:13,motorcycle,EXIT,4408,396,377
2026-01-21T01:41:14.261212,2026-01-21,01:41:14,truck,EXIT,4408,396,378
2026-01-21T01:41:14.596435,2026-01-21,01:41:14,truck,ENTRY,4409,398,378
2026-01-21T01:41:14.597720,2026-01-21,01:41:14,motorcycle,ENTRY,4409,398,378
2026-01-21T01:41:14.930364,2026-01-21,01:41:14,motorcycle,EXIT,4409,398,379
2026-01-21T01:41:15.264988,2026-01-21,01:41:15,motorcycle,EXIT,4409,398,380
2026-01-21T01:41:15.398195,2026-01-21,01:41:15,truck,EXIT,4409,398,381
2026-01-21T01:41:17.820832,2026-01-21,01:41:17,truck,EXIT,4442,398,382
2026-01-21T01:41:20.229651,2026-01-21,01:41:20,car,ENTRY,4480,399,382
2026-01-21T01:41:20.973160,2026-01-21,01:41:20,motorcycle,EXIT,4482,399,383
2026-01-21T01:41:21.372338,2026-01-21,01:41:21,motorcycle,EXIT,4483,399,384
2026-01-21T01:41:21.972970,2026-01-21,01:41:21,truck,ENTRY,4484,400,384
2026-01-21T01:41:22.105286,2026-01-21,01:41:22,motorcycle,EXIT,4484,400,385
2026-01-21T01:41:25.255446,2026-01-21,01:41:25,bus,EXIT,4491,400,386
2026-01-21T01:41:25.321162,2026-01-21,01:41:25,car,EXIT,4491,400,387
2026-01-21T01:41:27.802671,2026-01-21,01:41:27,bus,EXIT,4493,400,388
2026-01-21T01:41:28.473285,2026-01-21,01:41:28,bus,EXIT,4494,400,389
2026-01-21T01:41:29.946478,2026-01-21,01:41:29,motorcycle,ENTRY,4507,401,389
2026-01-21T01:41:30.152072,2026-01-21,01:41:30,motorcycle,ENTRY,4515,402,389
2026-01-21T01:41:31.838737,2026-01-21,01:41:31,truck,EXIT,4558,402,390
2026-01-21T01:41:32.104226,2026-01-21,01:41:32,car,EXIT,4562,402,391
2026-01-21T01:41:32.173632,2026-01-21,01:41:32,motorcycle,EXIT,4563,402,392
2026-01-21T01:41:32.307715,2026-01-21,01:41:32,motorcycle,EXIT,4566,402,393
2026-01-21T01:41:32.380677,2026-01-21,01:41:32,motorcycle,EXIT,4568,402,394
2026-01-21T01:41:32.438670,2026-01-21,01:41:32,motorcycle,EXIT,4569,402,395
2026-01-21T01:41:32.507180,2026-01-21,01:41:32,motorcycle,EXIT,4570,402,396
2026-01-21T01:41:32.575178,2026-01-21,01:41:32,motorcycle,EXIT,4571,402,397
2026-01-21T01:41:32.644902,2026-01-21,01:41:32,motorcycle,EXIT,4572,402,398
2026-01-21T01:41:32.710281,2026-01-21,01:41:32,motorcycle,EXIT,4573,402,399
2026-01-21T01:41:33.185315,2026-01-21,01:41:33,car,EXIT,4581,402,400
2026-01-21T01:41:33.381723,2026-01-21,01:41:33,car,ENTRY,4584,403,400
2026-01-21T01:41:36.391758,2026-01-21,01:41:36,car,EXIT,4623,403,401
2026-01-21T01:41:37.391267,2026-01-21,01:41:37,bus,EXIT,4623,403,402
2026-01-21T01:41:41.018735,2026-01-21,01:41:41,motorcycle,ENTRY,4674,404,402
2026-01-21T01:41:41.088494,2026-01-21,01:41:41,car,EXIT,4675,404,403
2026-01-21T01:41:41.355647,2026-01-21,01:41:41,bus,ENTRY,4679,405,403
2026-01-21T01:41:42.892031,2026-01-21,01:41:42,car,ENTRY,4708,406,403
2026-01-21T01:41:43.835757,2026-01-21,01:41:43,truck,ENTRY,4733,407,403
2026-01-21T01:41:45.236178,2026-01-21,01:41:45,bus,EXIT,4738,407,404
2026-01-21T01:41:45.507346,2026-01-21,01:41:45,car,ENTRY,4739,408,404
2026-01-21T01:41:46.506548,2026-01-21,01:41:46,car,ENTRY,4739,409,404
2026-01-21T01:41:46.780936,2026-01-21,01:41:46,car,ENTRY,4739,410,404
2026-01-21T01:41:48.580698,2026-01-21,01:41:48,car,EXIT,4739,410,405
2026-01-21T01:41:48.984133,2026-01-21,01:41:48,car,EXIT,4741,410,406
2026-01-21T01:41:49.586866,2026-01-21,01:41:49,motorcycle,ENTRY,4741,411,406
2026-01-21T01:41:53.210335,2026-01-21,01:41:53,bus,ENTRY,4745,412,406
2026-01-21T01:41:54.080879,2026-01-21,01:41:54,car,ENTRY,4747,413,406
2026-01-21T01:41:55.620597,2026-01-21,01:41:55,car,ENTRY,4752,414,406
2026-01-21T01:41:55.754593,2026-01-21,01:41:55,car,EXIT,4754,414,407
2026-01-21T01:41:56.427560,2026-01-21,01:41:56,truck,ENTRY,4761,415,407
2026-01-21T01:41:56.629553,2026-01-21,01:41:56,truck,ENTRY,4761,416,407
2026-01-21T01:41:56.899631,2026-01-21,01:41:56,bus,EXIT,4762,416,408
2026-01-21T01:41:57.367868,2026-01-21,01:41:57,truck,ENTRY,4763,417,408
2026-01-21T01:41:59.322748,2026-01-21,01:41:59,truck,ENTRY,4787,418,408
2026-01-21T01:42:00.323864,2026-01-21,01:42:00,motorcycle,EXIT,4795,418,409
2026-01-21T01:42:01.994636,2026-01-21,01:42:01,car,ENTRY,4796,419,409
2026-01-21T01:42:02.194180,2026-01-21,01:42:02,car,ENTRY,4796,420,409
2026-01-21T01:42:02.863268,2026-01-21,01:42:02,motorcycle,ENTRY,4800,421,410
2026-01-21T01:42:02.864619,2026-01-21,01:42:02,car,EXIT,4800,421,410
2026-01-21T01:42:05.081603,2026-01-21,01:42:05,car,EXIT,4817,421,411
2026-01-21T01:42:05.748062,2026-01-21,01:42:05,motorcycle,ENTRY,4817,422,411
2026-01-21T01:42:07.155230,2026-01-21,01:42:07,motorcycle,EXIT,4818,422,412
2026-01-21T01:42:08.765960,2026-01-21,01:42:08,car,EXIT,4826,422,413
2026-01-21T01:42:10.042785,2026-01-21,01:42:10,motorcycle,EXIT,4836,422,414
2026-01-21T01:42:11.853447,2026-01-21,01:42:11,car,ENTRY,4839,423,414
2026-01-21T01:42:12.122672,2026-01-21,01:42:12,motorcycle,EXIT,4840,423,415
2026-01-21T01:42:13.327172,2026-01-21,01:42:13,car,ENTRY,4851,424,415
2026-01-21T01:42:13.394482,2026-01-21,01:42:13,bus,ENTRY,4853,425,415
2026-01-21T01:42:13.662947,2026-01-21,01:42:13,motorcycle,EXIT,4856,425,416
2026-01-21T01:42:13.804744,2026-01-21,01:42:13,motorcycle,EXIT,4856,425,417
2026-01-21T01:42:14.268896,2026-01-21,01:42:14,car,ENTRY,4866,426,417
2026-01-21T01:42:15.211591,2026-01-21,01:42:15,car,EXIT,4872,426,418
2026-01-21T01:42:15.411069,2026-01-21,01:42:15,car,ENTRY,4872,427,418
2026-01-21T01:42:16.415127,2026-01-21,01:42:16,truck,ENTRY,4884,428,418
2026-01-21T01:42:16.481726,2026-01-21,01:42:16,motorcycle,EXIT,4885,428,419
2026-01-21T01:42:16.951478,2026-01-21,01:42:16,bus,ENTRY,4892,429,419
2026-01-21T01:42:17.895736,2026-01-21,01:42:17,motorcycle,ENTRY,4894,430,419
2026-01-21T01:42:19.159233,2026-01-21,01:42:19,car,EXIT,4901,430,420
2026-01-21T01:42:21.852000,2026-01-21,01:42:21,truck,ENTRY,4978,431,420
2026-01-21T01:42:22.180206,2026-01-21,01:42:22,truck,ENTRY,4983,432,420
2026-01-21T01:42:23.051140,2026-01-21,01:42:23,car,ENTRY,4988,433,420
2026-01-21T01:42:24.254558,2026-01-21,01:42:24,bus,EXIT,4991,433,421
2026-01-21T01:42:25.191217,2026-01-21,01:42:25,car,EXIT,5000,433,422
2026-01-21T01:42:26.804262,2026-01-21,01:42:26,motorcycle,EXIT,5023,433,423
2026-01-21T01:42:26.888036,2026-01-21,01:42:26,bus,EXIT,5024,433,424
2026-01-21T01:42:27.275196,2026-01-21,01:42:27,motorcycle,EXIT,5029,433,425
2026-01-21T01:42:27.811927,2026-01-21,01:42:27,motorcycle,ENTRY,5029,434,425
2026-01-21T01:42:28.409428,2026-01-21,01:42:28,bus,ENTRY,5036,435,425
2026-01-21T01:42:29.551293,2026-01-21,01:42:29,motorcycle,EXIT,5046,435,426
2026-01-21T01:42:29.685980,2026-01-21,01:42:29,motorcycle,ENTRY,5046,436,426
2026-01-21T01:42:34.779936,2026-01-21,01:42:34,bus,EXIT,5073,436,427
2026-01-21T01:42:35.651866,2026-01-21,01:42:35,motorcycle,ENTRY,5086,437,427
2026-01-21T01:42:37.068329,2026-01-21,01:42:37,truck,ENTRY,5117,438,427
2026-01-21T01:42:37.332866,2026-01-21,01:42:37,motorcycle,EXIT,5118,438,428
2026-01-21T01:42:38.271720,2026-01-21,01:42:38,motorcycle,EXIT,5130,438,429
2026-01-21T01:42:39.476177,2026-01-21,01:42:39,car,EXIT,5132,438,430
2026-01-21T01:42:39.746543,2026-01-21,01:42:39,car,EXIT,5132,438,431
2026-01-21T01:42:40.080688,2026-01-21,01:42:40,car,ENTRY,5132,439,431
2026-01-21T01:42:41.223205,2026-01-21,01:42:41,car,ENTRY,5146,440,431
2026-01-21T01:42:41.890808,2026-01-21,01:42:41,car,ENTRY,5156,441,431
2026-01-21T01:42:42.428136,2026-01-21,01:42:42,truck,ENTRY,5164,443,431
2026-01-21T01:42:42.429560,2026-01-21,01:42:42,car,ENTRY,5164,443,431
2026-01-21T01:42:46.583849,2026-01-21,01:42:46,motorcycle,EXIT,5196,443,432
2026-01-21T01:42:47.876103,2026-01-21,01:42:47,motorcycle,EXIT,5219,443,433
2026-01-21T01:42:47.941267,2026-01-21,01:42:47,motorcycle,EXIT,5221,443,434
2026-01-21T01:42:48.880081,2026-01-21,01:42:48,motorcycle,ENTRY,5227,444,434
2026-01-21T01:42:49.146202,2026-01-21,01:42:49,motorcycle,ENTRY,5227,445,434
2026-01-21T01:42:49.286515,2026-01-21,01:42:49,motorcycle,EXIT,5227,445,435
2026-01-21T01:42:49.370971,2026-01-21,01:42:49,motorcycle,ENTRY,5227,446,435
2026-01-21T01:42:50.305367,2026-01-21,01:42:50,car,EXIT,5240,446,436
2026-01-21T01:42:50.846066,2026-01-21,01:42:50,truck,ENTRY,5241,447,436
2026-01-21T01:42:52.048725,2026-01-21,01:42:52,car,EXIT,5251,447,437
2026-01-21T01:42:53.664144,2026-01-21,01:42:53,truck,ENTRY,5279,448,437
2026-01-21T01:42:55.936139,2026-01-21,01:42:55,car,ENTRY,5281,449,437
2026-01-21T01:42:56.205975,2026-01-21,01:42:56,motorcycle,EXIT,5281,449,438
2026-01-21T01:42:56.875953,2026-01-21,01:42:56,car,EXIT,5281,449,439
2026-01-21T01:42:58.146968,2026-01-21,01:42:58,car,EXIT,5282,449,440
2026-01-21T01:42:59.151220,2026-01-21,01:42:59,car,ENTRY,5283,450,440
2026-01-21T01:43:00.293707,2026-01-21,01:43:00,motorcycle,ENTRY,5302,451,440
2026-01-21T01:43:03.776062,2026-01-21,01:43:03,motorcycle,EXIT,5312,451,441
2026-01-21T01:43:04.447983,2026-01-21,01:43:04,bus,ENTRY,5325,452,441
2026-01-21T01:43:05.195911,2026-01-21,01:43:05,car,ENTRY,5337,453,441
2026-01-21T01:43:07.549986,2026-01-21,01:43:07,car,ENTRY,5376,454,441
2026-01-21T01:43:08.287052,2026-01-21,01:43:08,car,ENTRY,5378,455,441
2026-01-21T01:43:08.746986,2026-01-21,01:43:08,car,ENTRY,5378,456,442
2026-01-21T01:43:08.747983,2026-01-21,01:43:08,bus,EXIT,5378,456,442
2026-01-21T01:43:09.147781,2026-01-21,01:43:09,truck,ENTRY,5378,457,442
2026-01-21T01:43:09.414439,2026-01-21,01:43:09,truck,ENTRY,5378,458,442
2026-01-21T01:43:09.618048,2026-01-21,01:43:09,bus,ENTRY,5378,459,442
2026-01-21T01:43:09.885163,2026-01-21,01:43:09,car,EXIT,5378,459,443
2026-01-21T01:43:11.428598,2026-01-21,01:43:11,truck,EXIT,5396,459,444
2026-01-21T01:43:12.927889,2026-01-21,01:43:12,truck,ENTRY,5439,460,444
2026-01-21T01:43:13.847751,2026-01-21,01:43:13,car,EXIT,5440,460,445
2026-01-21T01:43:15.046272,2026-01-21,01:43:15,bus,EXIT,5441,460,446
2026-01-21T01:43:15.182376,2026-01-21,01:43:15,car,ENTRY,5441,461,446
2026-01-21T01:43:15.254127,2026-01-21,01:43:15,car,ENTRY,5441,462,446
2026-01-21T01:43:15.449615,2026-01-21,01:43:15,truck,EXIT,5441,462,447
2026-01-21T01:43:15.921754,2026-01-21,01:43:15,car,EXIT,5447,462,448
2026-01-21T01:43:18.073246,2026-01-21,01:43:18,car,EXIT,5468,462,449
2026-01-21T01:43:19.545049,2026-01-21,01:43:19,motorcycle,EXIT,5492,462,450
2026-01-21T01:43:20.145727,2026-01-21,01:43:20,car,EXIT,5492,462,451
2026-01-21T01:43:20.552756,2026-01-21,01:43:20,motorcycle,EXIT,5492,462,452
2026-01-21T01:43:21.618728,2026-01-21,01:43:21,motorcycle,EXIT,5494,462,453
2026-01-21T01:43:23.162166,2026-01-21,01:43:23,motorcycle,EXIT,5495,462,454
2026-01-21T01:43:24.703337,2026-01-21,01:43:24,car,EXIT,5496,462,455
2026-01-21T01:43:25.506454,2026-01-21,01:43:25,motorcycle,EXIT,5496,462,456
2026-01-21T01:43:28.057190,2026-01-21,01:43:28,truck,ENTRY,5512,463,456
2026-01-21T01:43:28.260219,2026-01-21,01:43:28,car,ENTRY,5512,464,456
2026-01-21T01:43:31.072784,2026-01-21,01:43:31,car,EXIT,5514,464,457
2026-01-21T01:43:31.406263,2026-01-21,01:43:31,car,EXIT,5515,464,458
2026-01-21T01:43:32.277621,2026-01-21,01:43:32,bus,ENTRY,5516,465,458
2026-01-21T01:43:33.551330,2026-01-21,01:43:33,car,ENTRY,5518,466,458
2026-01-21T01:43:34.557003,2026-01-21,01:43:34,motorcycle,EXIT,5518,466,459
2026-01-21T01:43:35.766061,2026-01-21,01:43:35,bus,ENTRY,5519,467,459
2026-01-21T01:43:36.772311,2026-01-21,01:43:36,motorcycle,EXIT,5526,467,460
2026-01-21T01:43:38.046193,2026-01-21,01:43:38,motorcycle,ENTRY,5529,468,460
2026-01-21T01:43:38.647327,2026-01-21,01:43:38,motorcycle,ENTRY,5529,469,460
2026-01-21T01:43:39.117338,2026-01-21,01:43:39,car,EXIT,5530,469,461
2026-01-21T01:43:39.720947,2026-01-21,01:43:39,bus,ENTRY,5531,470,461
2026-01-21T01:43:40.795411,2026-01-21,01:43:40,bus,EXIT,5540,470,462
2026-01-21T01:43:41.333941,2026-01-21,01:43:41,car,EXIT,5547,470,463
2026-01-21T01:43:42.546232,2026-01-21,01:43:42,motorcycle,EXIT,5572,470,464
2026-01-21T01:43:42.616991,2026-01-21,01:43:42,bus,EXIT,5574,470,465
2026-01-21T01:43:43.016275,2026-01-21,01:43:43,car,ENTRY,5579,471,465
2026-01-21T01:43:43.148660,2026-01-21,01:43:43,car,ENTRY,5579,472,465
2026-01-21T01:43:44.162805,2026-01-21,01:43:44,motorcycle,EXIT,5600,472,466
2026-01-21T01:43:45.228981,2026-01-21,01:43:45,car,EXIT,5615,472,467
2026-01-21T01:43:46.369396,2026-01-21,01:43:46,motorcycle,EXIT,5639,472,468
2026-01-21T01:43:47.645627,2026-01-21,01:43:47,motorcycle,EXIT,5662,472,469
2026-01-21T01:43:47.979949,2026-01-21,01:43:47,motorcycle,EXIT,5667,472,470
2026-01-21T01:43:48.249411,2026-01-21,01:43:48,car,ENTRY,5672,473,470
2026-01-21T01:43:48.316333,2026-01-21,01:43:48,truck,EXIT,5673,473,471
2026-01-21T01:43:50.928456,2026-01-21,01:43:50,car,ENTRY,5711,474,471
2026-01-21T01:43:52.406146,2026-01-21,01:43:52,bus,EXIT,5761,474,472
2026-01-21T01:43:53.944739,2026-01-21,01:43:53,motorcycle,ENTRY,5776,475,472
2026-01-21T01:43:54.677943,2026-01-21,01:43:54,car,EXIT,5785,475,473
2026-01-21T01:43:55.080380,2026-01-21,01:43:55,motorcycle,EXIT,5792,475,474
2026-01-21T01:43:55.145310,2026-01-21,01:43:55,car,EXIT,5793,475,475
2026-01-21T01:43:55.749587,2026-01-21,01:43:55,car,ENTRY,5794,476,475
2026-01-21T01:43:56.559113,2026-01-21,01:43:56,car,EXIT,5795,476,476
2026-01-21T01:43:57.421325,2026-01-21,01:43:57,truck,EXIT,5795,476,477
2026-01-21T01:43:57.622414,2026-01-21,01:43:57,car,EXIT,5795,476,478
2026-01-21T01:43:57.969590,2026-01-21,01:43:57,car,EXIT,5796,476,480
2026-01-21T01:43:57.972135,2026-01-21,01:43:57,bus,EXIT,5796,476,480
2026-01-21T01:43:59.509633,2026-01-21,01:43:59,car,EXIT,5798,476,481
2026-01-21T01:43:59.710455,2026-01-21,01:43:59,car,EXIT,5799,476,482
2026-01-21T01:44:00.379427,2026-01-21,01:44:00,bus,ENTRY,5799,477,482
2026-01-21T01:44:03.060185,2026-01-21,01:44:03,bus,EXIT,5820,477,483
2026-01-21T01:44:03.597059,2026-01-21,01:44:03,car,EXIT,5827,477,484
2026-01-21T01:44:05.740274,2026-01-21,01:44:05,motorcycle,ENTRY,5827,478,484
2026-01-21T01:44:06.074598,2026-01-21,01:44:06,car,ENTRY,5827,479,484
2026-01-21T01:44:07.953829,2026-01-21,01:44:07,truck,ENTRY,5830,480,484
2026-01-21T01:44:11.377143,2026-01-21,01:44:11,motorcycle,EXIT,5833,480,485
2026-01-21T01:44:13.124360,2026-01-21,01:44:13,motorcycle,EXIT,5840,480,486
2026-01-21T01:44:13.591958,2026-01-21,01:44:13,car,ENTRY,5840,481,486
2026-01-21T01:44:13.797798,2026-01-21,01:44:13,bus,EXIT,5841,481,487
2026-01-21T01:44:14.602683,2026-01-21,01:44:14,car,EXIT,5842,481,488
2026-01-21T01:44:14.937359,2026-01-21,01:44:14,motorcycle,EXIT,5843,481,489
2026-01-21T01:44:15.141200,2026-01-21,01:44:15,bus,ENTRY,5843,482,489
2026-01-21T01:44:15.405954,2026-01-21,01:44:15,motorcycle,ENTRY,5843,483,489
2026-01-21T01:44:15.675124,2026-01-21,01:44:15,motorcycle,ENTRY,5847,484,489
2026-01-21T01:44:16.413894,2026-01-21,01:44:16,truck,EXIT,5858,484,490
2026-01-21T01:44:16.751413,2026-01-21,01:44:16,motorcycle,ENTRY,5858,485,490
2026-01-21T01:44:17.152382,2026-01-21,01:44:17,motorcycle,ENTRY,5858,486,490
2026-01-21T01:44:18.900746,2026-01-21,01:44:18,motorcycle,ENTRY,5878,487,490
2026-01-21T01:44:19.301984,2026-01-21,01:44:19,car,EXIT,5883,487,491
2026-01-21T01:44:19.702374,2026-01-21,01:44:19,motorcycle,ENTRY,5886,488,491
2026-01-21T01:44:19.839967,2026-01-21,01:44:19,car,ENTRY,5888,489,491
2026-01-21T01:44:21.375414,2026-01-21,01:44:21,motorcycle,EXIT,5893,489,492
2026-01-21T01:44:22.446846,2026-01-21,01:44:22,car,EXIT,5894,489,493
2026-01-21T01:44:23.183351,2026-01-21,01:44:23,car,ENTRY,5894,490,493
2026-01-21T01:44:23.518296,2026-01-21,01:44:23,car,ENTRY,5895,491,493
2026-01-21T01:44:23.853809,2026-01-21,01:44:23,motorcycle,ENTRY,5895,492,493
2026-01-21T01:44:24.861734,2026-01-21,01:44:24,car,ENTRY,5909,493,493
2026-01-21T01:44:25.530598,2026-01-21,01:44:25,truck,ENTRY,5910,494,493
